FLCSX,mg_average,PRCOX,HAIAX,DFUSX,VPMCX,PRBLX,DGAGX,TISCX,VDIGX,DFELX,MRGAX,BRLIX
8123.708879847833,264053.8124681276,10417.16671742038,9310.516415310303,9180.570143587947,13769.89981296382,18697.17313547291,10304.622697384837,9779.944162197364,11996.93082241668,7127.602725937667,11502.854861267804,9156.112147804952
8743.635627962438,264053.8124681276,11053.453563578585,9805.843740467037,9707.582620875015,14463.096386328232,19635.13510577864,10808.417898698586,10393.791424854302,12522.1404221086,7547.475947992931,12185.291506951644,9664.02164133271
8921.527541725718,264053.8124681276,11224.762313687424,9831.0302674667,9855.148274594227,14503.044329760183,19780.210753501062,10880.17597003387,10601.876347336633,12724.853800635836,7670.364090694203,12352.10995658585,9732.659701177914
8117.573603775115,264053.8124681276,10286.644832588767,9102.078350827669,9064.629229383316,13274.091240984473,18264.623651358987,10008.277785572303,9779.944162197364,11766.573481199597,7080.074781710134,11435.988208859995,8928.75440655768
7555.879457497394,264053.8124681276,9699.302685462586,8656.641501651795,8569.235564565251,12505.703034009162,17456.32700410254,9730.011986828613,9228.523949434195,11176.866935980306,6690.158646074159,10821.313539146213,8528.548694658173
8147.406289141167,264053.8124681276,10335.589531620792,9186.123984406855,9193.289583395212,13462.075666085284,18596.32987164489,10388.57569545734,9842.370462972529,11983.003371051711,7190.3184075280105,11610.527693759548,9149.560278915977
7655.427904203643,264053.8124681276,9870.612587319803,8791.111240397926,8781.176177412543,12994.463032293446,17567.096689400627,10107.213848600612,9363.777313707125,11591.950284677783,6870.976882038779,11094.503662913392,8694.15215954596
8450.16422220607,264053.8124681276,10743.468550128468,9648.369189714904,9510.300908859756,14183.46899934083,19064.15745848852,10908.00462147328,10206.517017240441,12513.717694482153,7468.452796173697,12156.906810834862,9384.164404689565
8666.418208013674,264053.8124681276,11135.029597629795,10001.360080163819,9923.49896418293,14900.162187861499,19637.773190434138,11297.569960047043,10622.6868622051,12858.221993162973,7774.814610448564,12612.221799681753,9729.168961626476
8747.515448483975,264053.8124681276,11159.503098894183,10115.059699524387,9923.49896418293,14787.370218075212,19426.78072750853,11313.032309823267,10674.705658190214,12793.045577314157,7764.487916413659,12680.516221861179,9646.368168563517
9520.629141006728,264053.8124681276,11763.15976178158,10681.705505849164,10518.483458702422,15461.765390796492,20559.88492900117,11810.81808928257,11184.510834165292,13388.933612233928,8270.420469123088,13454.552833359936,10143.17731071897
9919.585950797624,264053.8124681276,12184.45895237889,10845.232028038457,10843.687278274987,16197.660149625657,21256.726233341913,12056.436964629911,11529.85376230961,13803.345603688422,8418.627634117152,13799.357537516544,10500.92363064719
10191.355739710008,264053.8124681276,12605.46790238518,11294.291583656344,11207.281889168067,16619.49649617357,21805.789991625472,12550.320668851855,11878.601434517182,14123.042812782669,8770.262448938489,14188.824417553586,10725.542137090371
10098.953490472928,264053.8124681276,12572.446124666167,11412.911379700186,11185.89315736418,16595.52740143295,21664.608336075962,12615.961031978373,11899.737815979164,14179.457103889255,8770.262448938489,14234.644183494302,10697.465919729399
10381.591314647394,264053.8124681276,12943.924135716501,11785.716865793513,11542.397046065855,17168.366579735903,22497.375492723066,13149.355131219521,12301.329812875416,14696.615825384377,9049.504961988576,14654.658327797852,10964.201257229866
10256.579917622092,264053.8124681276,12787.077889978545,11726.405041312435,11413.676104476956,17046.129948484115,22159.244456899425,13036.807002643129,12174.510774984923,14724.820942668053,8966.7675861181,14547.744033324123,10823.813907885433
9952.197619586834,264053.8124681276,12572.446124666167,11514.585077782232,11166.950319701546,16636.275684195632,21482.981027514285,12830.469708540215,11963.14696036511,14480.349549281307,8811.63307161734,14257.555196923704,10669.387197352598
9719.996621858676,264053.8124681276,12341.304046368468,11201.08948971083,10993.563162647812,16142.530410018606,21361.0575257237,12802.331263965409,11635.532673145095,14181.809896644114,8646.15445038916,14051.366250190482,10571.119184081275
9142.4596650346,264053.8124681276,11614.860640749872,10591.046337988975,10400.7736506735,15202.979694553042,20264.20628274185,12345.888272964476,10948.604395783032,13820.852274836212,8170.411637018495,13134.973192294248,10107.840931244642
8379.681236231658,264053.8124681276,10805.864518456308,9879.326598496342,9613.983375690856,14011.764166458091,19119.99985879526,11508.027785336899,10145.42564582077,13222.422141997398,7591.243234322506,12073.483455279718,9518.217821521755
9365.846402972764,264053.8124681276,12011.103545403996,10819.812399480974,10725.608017738463,15622.42488355227,20714.825899990115,12567.855525287689,11360.761961495155,14352.786264395898,8428.96496924193,13486.255426768637,10486.884269458791
9267.774422512202,264053.8124681276,11953.315722332816,10743.556403497256,10693.100806993598,15538.535517070975,20651.534949801717,12652.27085901211,11403.033975300512,14533.265751389721,8377.257011438302,13409.8906574795,10500.92363064719
9344.050668758537,264053.8124681276,11920.296248110557,10777.449562650427,10725.608017738463,14797.919249212686,21215.495807848594,12671.024172339146,11159.968210402845,14647.249095104413,8377.257011438302,13310.614874760964,10416.69247354844
9916.3624308668,264053.8124681276,12683.764908806868,11339.94577595415,11288.694470086235,16314.064328547349,21759.393373587543,13169.383398666101,11907.29267711842,15171.167363140648,8867.31789491769,14041.530126055226,11103.759446336391
10514.858989910534,264053.8124681276,13251.569948212787,11900.573323876988,11769.063074367761,16732.886666198843,22437.863126989763,13838.471599314124,12326.790856048545,15574.195353328963,9254.219216318557,14625.313871953356,11562.828646333912
10888.236043003235,264053.8124681276,13677.423151893037,12299.805013436571,12129.337881177356,17089.014660671735,22841.715463765235,14111.191253475758,12660.239278970346,15929.243949654834,9567.9195131179,15086.196371588218,11950.169223212753
10734.488596041945,264053.8124681276,13568.870867354062,12214.863576350055,12086.835695908581,16865.80544457535,23107.32700518873,13974.83142639494,12563.432928901679,15929.243949654834,9515.635969089375,15009.382810058914,11821.055697586473
9883.420510948077,264053.8124681276,12700.465260274403,11484.349301335875,11353.307169597998,15837.556753015118,22005.817363620663,13076.422859155235,11735.190917745953,15113.59425399331,8940.516017403794,14079.936341590355,11175.489321962983
10317.193184725927,264053.8124681276,13218.169245277717,11917.562767169784,11758.391758087504,16492.12586067292,22605.162227950066,13611.19078266552,12079.395934728098,15555.003866219935,9285.585279774084,14479.36708763454,11706.28714507918
10449.323048209522,264053.8124681276,13385.171608204688,12053.470607675534,11988.259708121983,16765.491866037988,23336.363804229408,13979.137456814931,12154.688347557472,15885.042545997607,9473.280561911457,14725.17071062012,11907.131798839964
10839.79921067459,264053.8124681276,13710.82615832486,12376.254618565421,12252.458423257043,17141.67928940385,23734.65620448184,14212.546339497496,12466.625829714405,16127.635761719697,9693.589817134805,15124.601456664304,12093.630226973846
11246.772803609401,264053.8124681276,14053.17645291906,12682.05111262167,12505.656541802036,17402.50116723,24206.095374024193,14442.765012019785,12746.290533215883,16399.34005515406,9924.389252228366,15547.076610304992,12437.932126971988
11081.784213239709,264053.8124681276,13785.974284683636,12376.254618565421,12336.21679710228,17239.48667188503,24032.218033148354,14213.363666067482,12606.457057787235,16195.559806808673,9763.610123236396,15270.548240983118,12079.284001346947
11131.277344982598,264053.8124681276,13877.827369503455,12563.129825719983,12413.662208847882,17580.56598617007,23958.854025801364,14216.568942155312,12724.775846857983,16244.082776928271,9826.669221818065,15431.857963699604,12122.320173211823
11268.771058236383,264053.8124681276,13794.325612165781,12495.175905467107,12413.662208847882,17427.581205271592,24176.360914963247,14097.835308696149,12692.50831203277,16147.040893228304,9847.68827643075,15524.031072249445,11921.479276974776
11988.937847661793,264053.8124681276,14725.050020432018,13230.578570588497,13165.85566023962,19067.18725425926,26102.825289551172,14805.72580576818,13779.235196348856,17195.330409515074,10413.93549390667,16465.22414063634,12968.66481967675
12116.539153036105,264053.8124681276,14911.336106436293,13436.504532332294,13344.373004520163,19416.57070537833,26607.72455083316,14812.169314660372,14009.803415546354,17470.13795546231,10561.95111928304,16750.970272996816,13234.234072310914
12593.654556478195,264053.8124681276,15436.323748176208,13925.571828463068,13801.831601966489,20379.949182561017,27609.086090355824,15153.869259763898,14657.594740468234,18127.720543389656,10953.136930415109,17337.91026054368,13691.603619071511
12854.406730736506,264053.8124681276,15766.55649809524,14174.395219453076,14114.73219204339,20878.333795404673,28038.155692343116,15559.516534384684,14811.306387187495,18687.157868945793,11164.587962005893,17538.70239580446,14001.436501324557
13387.000962602211,264053.8124681276,16105.261509076008,14611.982710799663,14439.340672815824,21353.603885277684,28477.036308082665,15530.367731043061,15195.586253104255,18922.714341279217,11418.32571737633,18056.137239536583,14311.266878561779
12871.049538929927,264053.8124681276,15868.167195165606,14397.479189665779,14181.892204031827,21029.90853288269,27995.94633785514,15073.782555350806,15041.874606384992,18638.084561670315,11217.447092259314,17924.84685671341,14148.976923355845
14079.378758129704,264053.8124681276,16672.583965911934,15289.81603374617,14970.759579208741,21854.56043046752,29469.730049128386,15875.440560678495,15810.437334692933,19601.5856470988,11836.75949018345,18843.875014639445,14753.883134623997
13771.698150467624,264053.8124681276,16232.270561357553,14860.808991478405,14532.097618967495,21492.33046487554,28792.45510504003,15341.816706042096,15316.359154727526,19086.279411853197,11487.058451603405,18395.94870609919,14222.744629355666
14244.616927597272,264053.8124681276,16791.12881937038,15409.933651783453,14914.518502293537,22563.605201646893,29867.61784349953,15748.541194483234,15898.271491220217,19680.86529767933,11847.353178836962,19044.66941081831,14517.821715894506
14831.495873751632,264053.8124681276,17527.807812816012,16104.929799346757,15679.97799880682,23575.792874153296,31663.54386959634,16437.874235286476,16557.041898428357,20404.28416517065,12398.392344142134,19755.17648500491,15211.255186400418
15367.094298462147,264053.8124681276,18112.065577788395,16602.575618097195,16154.788351458788,24528.900056023755,30491.131799415412,16823.42073768431,16952.302344868585,21078.152405936802,12779.883155028974,20357.5619344596,15757.148234875043
15515.235039224675,264053.8124681276,18391.493555046432,16980.105745269506,16460.0246130446,23719.661675036266,32790.52331561757,17130.541554182255,16996.220172250836,21167.332716604153,13076.597370277133,20805.49276483603,15830.915940874862
15430.44201130501,264053.8124681276,17943.688027299202,16548.187823217704,15985.409194336036,24745.819952574555,31705.071639680267,16207.239366515412,16784.27803806736,20564.96097981108,12652.74728272515,20332.741575706164,15585.773839781566
16174.92049393132,264053.8124681276,18755.815753430023,17503.385992773274,16724.947744861234,26196.37336174894,33042.95393792857,17043.67706560929,17604.94196540705,21540.407221099576,13225.461380727846,21389.795391435007,16052.1451609075
16256.348825864798,264053.8124681276,18790.00885924852,17365.701956926107,16804.590114833874,26193.673243637262,33105.81176974069,17217.520920452844,17717.363692813127,21832.043996142773,13299.702330021408,21242.116743861945,16337.98374908559
16145.836545858898,264053.8124681276,18849.850249676016,17408.725569247006,16986.93896479934,25807.398586571162,34187.85552365777,17785.905636445987,17773.571560041746,21974.693550433905,13433.459862341058,21117.757205432896,16533.55784955163
16465.72804197635,264053.8124681276,19388.414701284844,17856.2073548165,17375.07878854613,26752.82448295532,34953.17705227508,18082.551866809667,18200.766932646224,22246.858937161032,13762.91767849727,21584.105474541837,16879.57443288164
16314.506638005687,264053.8124681276,19781.65614966832,18157.397685031825,17649.062397367445,27406.517654548894,35583.45254271715,18349.540818776666,18650.447849321685,22267.018584966885,14007.356088691356,22128.1750637918,17135.326528499594
16685.394622788925,264053.8124681276,19465.35609986672,17865.664342811095,17492.028617620013,27176.913940842926,34684.309655471305,17926.90765245542,18313.1886600523,22050.14382797894,13825.436016239079,21832.82229048185,16984.884045635627
17239.566102116507,264053.8124681276,20209.088400373537,18622.97084853109,18191.709762324816,28233.085764987176,35965.91371956087,18539.258511542856,19066.39895165346,22884.15206802708,14389.523092470976,22687.795247640617,17586.650219567768
16962.481202786377,264053.8124681276,19884.24007411731,18338.983798574824,17847.609204332988,28135.84535800723,35289.00808016953,18175.158357022934,18605.47975765414,22772.27542035381,14176.658730670824,22236.99305129435,17451.25661926947
17347.989312636477,264053.8124681276,20345.867734137777,18932.784009926658,18370.39569812398,28759.820796299835,36687.29342018511,18538.88186335392,19010.189586187633,23392.69064365311,14527.880477730763,22703.339059485206,17691.96108482967
17582.91299143238,264053.8124681276,20884.434489243362,19509.371308723654,18865.961247263764,29713.35197724078,36968.524377911664,18867.797427304547,19381.177091563495,24063.950529692753,14942.96037248458,23231.864836890585,18128.24340837964
17016.69448871369,264053.8124681276,19807.300979032192,19397.499899101702,18693.090401735808,27781.98362213203,37525.772579995195,17910.950951931216,18864.045535623925,23484.227803614554,12984.629332628572,21459.748197030873,17646.828214719684
16656.809832912255,264053.8124681276,20198.777948901992,19203.86185708158,18238.775772687528,29153.98545157298,36435.145207348294,18057.329620837685,18706.282655484625,23382.8792274294,14439.699700704838,22499.621296220514,17399.986460389468
17941.42790336331,264053.8124681276,21448.27981772891,20415.546872147937,19293.915011830053,30668.552859947686,37908.49172703169,19093.321180151772,19721.1750584556,24537.98147824752,15242.587344242256,24126.60960410872,18428.0261671448
17632.62208892663,264053.8124681276,21106.689677063576,20310.940140001567,18911.283389105734,30279.834456300898,37333.981245838535,18140.209171571725,19502.05037507994,23851.160707711948,15023.616931599172,23941.148754392398,17921.677298475704
18083.47790573725,264053.8124681276,21340.411671725913,20302.2229123227,19161.24007228098,30190.57114811224,37233.97842174379,18962.5112641349,19490.51994149983,24222.39083903632,15157.431538855408,23949.579717936904,18397.338470786788
18213.17668393412,264053.8124681276,21655.032472393745,20677.059849595553,19405.704359888627,30671.432109449608,37781.81750048064,19065.106464318706,19686.57926300363,24423.27336618995,15364.23338154392,24354.220749711392,18581.46464893487
17577.040739796143,264053.8124681276,21232.541222226166,20511.436376615446,18951.703205695285,29822.004204164426,37159.70201455712,18463.684052433196,19271.39375988696,23651.462690014214,15023.616931599172,24084.45930822237,18121.150456072573
18034.533511876227,264053.8124681276,21699.98060455733,21182.65520205137,19433.113652877044,30271.193420980624,38188.641925424345,18747.213509617242,19571.24795893272,24711.522930974,15368.014837935718,24354.220749711392,18550.778205084767
16801.18587886506,264053.8124681276,20423.50939573291,20093.015227407428,18263.852443961267,28511.87665768435,36494.25296720031,17461.161451187807,18417.96338473061,23218.378448472453,14405.988727990236,22921.11973324784,17338.608562657617
16064.956111473623,264053.8124681276,19893.143089072073,19683.305526500804,17714.2994123466,27927.35614064871,35675.012952819154,17137.87677766175,17875.91914043734,23079.73134622407,14065.020154707905,22010.684194509497,17047.073568494616
17279.424808414427,264053.8124681276,21628.06313239624,20964.724510079763,19303.20071656664,30395.00772319237,38241.9711529584,18576.335759261543,19271.39375988696,24828.84074993782,15270.592758041836,23502.786129357974,18642.838789142985
17398.982439967614,264053.8124681276,21690.987753229158,21095.484851721885,19373.73519316999,30507.30502739642,35785.89940357291,18540.66340928758,19340.59134373974,24924.829285617074,15294.950212758918,23662.958610276957,18658.18326357595
16442.50794220353,264053.8124681276,19704.37383356683,20528.870831973174,18785.942180616705,28707.675484258707,37004.431113269005,14256.009657259565,17898.984502309195,23922.288066614867,14028.488325805407,20889.497176339402,17937.019267892843
15602.97931896839,264053.8124681276,20181.112432294474,20003.83172726039,18113.269924043594,28410.383112741518,35872.015284869696,17531.877148660216,17811.097907479507,23964.251612795488,14295.956956597995,22024.577536150948,17640.050894406504
15531.819864395356,264053.8124681276,20161.539620374522,19763.891239436623,18101.336805616153,28080.988424003674,36348.687176111634,17436.180260056743,17884.047077310013,24030.270436624924,14295.956956597995,21837.373518589946,17577.10610927643
16709.160939442616,264053.8124681276,21492.587577794846,20883.60902087617,19199.112576393854,29810.313004988235,38336.507724442214,16934.876586512793,19184.925995696613,25284.59293271087,15286.377363809286,23288.202393769632,18788.776001046594
17220.20313385633,264053.8124681276,21561.100481753314,20848.063922997117,19396.815108645053,29688.31302438044,38027.32365972265,18704.24171774173,19367.29142908682,25506.999457032223,15392.148829765489,23372.441940753997,18898.929061897248
17517.773687220248,264053.8124681276,22050.459939196902,21327.941045726337,19745.117283390027,30609.40663302174,38902.45631071125,18868.96880317213,19646.919425776618,25650.549563032975,15653.25118669918,23859.176908248777,19197.911468106482
16806.1909061612,264053.8124681276,21991.73459294679,21363.486143605394,19685.064457608485,29889.61397842765,38658.24000243306,18844.00644445051,19659.076122511156,25849.303759269278,15692.41910377452,23943.418716151227,19323.802290874544
18042.846092469477,264053.8124681276,22882.365488458792,21967.77399860004,20526.88669220872,31844.637537492283,39848.44658496343,19452.826226766694,20425.013939224456,26518.37852284234,16313.400218064953,24898.159205712345,19858.823570670847
18332.16120792922,264053.8124681276,22872.580234247194,21772.27114411735,20551.0347930088,32250.283035813623,40572.58520891241,19302.456970298466,20583.0674773828,26562.89498437996,16313.400218064953,25010.481616248944,20000.45090284841
18450.51716234448,264053.8124681276,22950.87839241726,21656.749094395633,20502.734640044924,32817.57735805522,40399.21566199496,19147.078292917413,20583.0674773828,26262.429827787066,16287.232810697817,24907.519406590392,20031.918911635752
18240.10601649491,264053.8124681276,22608.32769360545,21212.41514308631,20186.437194292044,31838.537209780443,39329.11728574082,18935.08374301671,20121.072549065582,25438.946954867555,16010.721188257616,24505.030768834236,19654.25771590277
19331.617091882505,264053.8124681276,23264.066418104012,21710.06385152548,20925.113030405548,33073.77140106549,39482.50364688388,19055.752406546522,21032.90271249105,26195.664600738844,16574.11078941699,25319.3682452246,20315.169818467137
19305.316328901554,264053.8124681276,22060.247496905253,21772.27114411735,21070.423114002573,32045.935204724992,41307.35220480335,16808.28324697104,20060.28307244404,26073.254472858476,16403.785635438002,24870.078603078193,20330.905075368722
20002.773101087518,264053.8124681276,24180.894982200884,22419.650037503343,21741.347550691222,34691.659823244976,42217.308116339664,20011.966112962444,21825.387794355855,26856.431571963716,17230.637013367243,26511.113995037736,20933.424006556128
20694.608041068786,264053.8124681276,25156.944144350007,23418.67900576599,22611.979178157177,36164.76406670327,43028.58092497792,20730.221026573472,22526.504378111324,28079.232053853535,17905.81803523497,27403.548103971483,21706.944085479154
20573.70587565499,264053.8124681276,25240.904297541758,23400.67817141653,22526.14238699643,36424.15946703646,43081.25572286506,19644.0749944209,22513.519156198796,27932.04458434096,17892.31739430278,27500.55053355406,21755.290890891967
20721.476869605845,264053.8124681276,25629.227780355137,23733.689753963234,22863.28327636016,36962.16498526932,43577.51705590295,21420.20284388215,22812.14180425666,28427.023501492436,18145.46311812761,27878.86543512951,21868.09425848494
20620.724224760685,264053.8124681276,26153.98737591639,24228.704992736766,23183.565013861713,38054.18280834963,43926.22486963001,21976.81918721204,23123.748175989836,28939.323841166748,18416.29046383253,28645.196837789525,22029.24443149073
20761.777591410446,264053.8124681276,26279.931060949144,24255.706244260957,23208.200449520307,38531.34281656009,44148.1335449232,21976.81918721204,23370.43592934643,28882.39707393712,18443.374939672278,28790.702743081478,22093.706003702537
21434.898300719284,264053.8124681276,26867.659043781645,24669.715802002767,23804.714121798548,38870.79515766767,44890.58533708286,22497.569206750668,23837.84698518341,29544.63521672365,18930.471795936402,29382.4257028403,22480.465416910094
21257.97445133565,264053.8124681276,26972.613266390646,24750.71955657534,23866.610917315014,39149.40527556735,44922.3564029288,22704.66544695428,23746.95942121898,29441.174535778104,18984.83035248997,29547.32802439621,22593.271289518892
21992.88489487636,264053.8124681276,27476.3810960314,24930.72404715163,24250.356824607723,40619.31144851723,45600.2721992855,22955.680749228577,24396.139612035968,29969.982285769263,19310.9816918114,30216.654736555563,22980.033207742275
22142.58865625185,264053.8124681276,28232.031688744148,25677.7471138993,24935.678713562418,41692.11784084554,46605.34579410828,23600.447834696643,24915.484064337004,30084.950016337712,19777.60315641812,30973.28227878838,23463.48623177546
22782.23551443336,264053.8124681276,29061.15231043028,26604.77467122326,25694.324741905155,43053.141709856776,45489.87996511156,24254.617942201454,25616.596153380837,31223.04725469313,20335.294937636925,31865.71638772213,24301.464125386563
22768.62378976196,264053.8124681276,27350.437410998646,25947.753849763736,25756.503401366816,41275.80334265748,48047.38287881701,22688.382945746653,24902.498842424477,30521.79331756827,17601.250695661252,30022.647616472324,23479.59849355863
24610.24358331719,264053.8124681276,31051.046409470506,28484.698279411903,27465.02302229142,46574.01027030927,50622.294707320594,25954.775851954662,27316.24438975712,33204.64773926026,21676.029697153615,33664.35359673632,26194.659894940887
23328.89441081476,264053.8124681276,29949.707755366802,27515.957101992815,26449.193266533774,45407.03335574393,48495.10508347915,24927.000872882178,26248.993090954013,31773.92798682815,20817.883841282535,32627.889962021098,24857.85319016583
22674.294655435886,264053.8124681276,29219.227471686572,27124.737556061165,25696.724536803034,44297.56583448358,47974.63528445694,23727.92629748239,25857.219042505065,30963.182647098733,20229.89977931347,32109.658144663485,24079.45709794042
22994.631528394664,264053.8124681276,29342.851535487902,27245.828999201578,25870.863770084372,44094.61489955741,48642.82153133279,24101.834370842156,25911.257462251353,31733.349072705558,20287.42357641807,32213.307673420328,24282.51869070588
23384.60853266398,264053.8124681276,29983.424037357192,27711.56783818822,26499.715403028233,46022.650424763255,48915.39555248526,24767.049686487466,26424.619453366657,32131.37129348095,20812.509123525353,33063.20486947494,24604.02995673274
22319.136036154516,264053.8124681276,30264.379232963223,27851.291994281113,26537.440389562315,45562.627867355346,49324.25929968967,24879.08745676785,26559.71250625795,32010.756860300837,20812.509123525353,33343.05000562969,24739.40351690444
24618.009947029568,264053.8124681276,31343.242669236755,29024.95641145353,27649.799326700795,48187.471353357374,51906.502912619246,25710.076939808794,27464.851542296623,33597.66148626324,21675.780115227528,34389.88221068953,26093.13160357398
25133.184902397345,264053.8124681276,32276.006823878786,29863.29171571512,28547.027583350562,49692.694348108824,53272.15366551204,26215.851427355396,28356.47647868709,34229.51344583875,22411.09296859031,35426.34584540475,26956.132100255993
25295.09535055989,264053.8124681276,32399.628584183363,29956.437942345125,28572.3057741739,49932.84873635951,53192.487039034415,26201.802449908144,28369.987581860874,34849.217422592614,22411.09296859031,35592.181926130375,27176.112569900117
23720.130234911074,264053.8124681276,30151.99623332211,28102.793163497336,26744.62882897846,45755.435692734776,50467.12699410959,24876.300260169737,26208.465774381508,33087.31369413951,20922.44705985236,32845.54854620706,25890.07251582434
23742.20916156969,264053.8124681276,30781.33227802469,28820.0331717002,27290.70466052155,47392.57827425476,48619.10456645257,25235.39476025872,26897.45113143503,34545.44483434548,21339.935710404483,33736.90645813164,26600.780575455992
19856.318069652738,264053.8124681276,26499.592511424195,25010.275251520914,24522.265967477248,39480.847649738644,48025.49614456758,19518.001429379878,22371.761944190515,29721.470579306933,18256.964327294,27829.064192438495,21422.765070284793
23101.38079425817,264053.8124681276,30337.897635368445,28356.841111717196,26809.55500334516,46187.38885431343,51197.492203869224,24608.983624278368,26517.17455534754,33751.59092398026,21094.577329622367,33483.58641296754,25904.671748049514
23971.505966158922,264053.8124681276,31248.97897506373,29474.25484800671,27670.649355917838,47929.890274628146,53320.95619503198,25500.072975586605,27490.5523034236,35009.337139178446,21761.260957541374,34686.383530387415,26787.34914403296
24112.606391493806,264053.8124681276,31935.250549038454,29885.9333901703,28081.920462868016,47325.872373979015,54432.07454741166,25441.77536890336,27829.762197542426,36072.585819974985,22239.904918959877,35213.32440421417,27343.82087433444
25170.863783173747,264053.8124681276,33248.632989851256,31189.583712404306,29351.435672029173,49068.37708110823,56687.92884150203,27827.817163669646,28773.642651397433,37260.297237503546,23186.371820768836,36782.68869283212,28782.967495603538
23164.091534184565,264053.8124681276,31154.323686442494,29601.68048885057,27479.85907593013,45004.973772041994,54151.69624905909,26146.768499782014,27018.61357473331,36286.93335302107,21714.767133775043,34823.84735004574,26825.723481448447
24167.478499012817,264053.8124681276,33319.62445631718,31473.838540183195,29273.991577404813,48354.53684757349,57776.66081210103,27784.711661687066,28876.877188222268,38116.85172260601,23117.92833071192,37137.79753116788,28763.779074387883
25023.36673799699,264053.8124681276,33781.08165757784,32071.755594750437,29841.40740726594,49427.132883773804,58954.11280520589,28476.525872434908,29407.813501829085,39083.67646584567,23633.425288472692,37733.4703148238,29301.06238347371
24195.685138741188,264053.8124681276,33248.632989851256,31669.87695031113,29361.55643163143,48069.00141152249,58904.5445115348,28156.66304770532,28847.38289047564,39645.74783754345,23254.46512223178,37172.16574700055,28840.532759250505
24862.654605637716,264053.8124681276,33816.580846055935,32228.582855226305,29802.49701161655,48731.59034656008,59090.40253125784,28398.721656046757,29452.053450211817,39711.10409329824,23650.650310860095,37653.28007213233,29473.758174414605
25810.873665497624,264053.8124681276,34597.50770865189,32738.281565683443,30559.6125450793,50686.41998356921,59387.53531476165,29008.74482932658,30027.235705150215,39488.88957850056,24194.14881293322,38168.769395851035,30106.983589578707
27104.63288553353,264053.8124681276,35922.72090879397,33894.90452516587,31665.902187547395,52886.51500537641,57326.853122091044,30169.44272075586,31074.350695830053,40482.32251474603,25091.506117610938,39531.94021589959,31047.228754224943
26959.986252141276,264053.8124681276,36597.15941994266,34267.369991218235,32251.586488996672,50928.02714382887,62778.43673321754,29181.980397345007,30587.663320029238,39946.39148186257,23641.928486652254,40070.33263983439,28648.64854709395
