FLCSX,PRCOX,HAIAX,DFUSX,VPMCX,PRBLX,DGAGX,TISCX,VDIGX,DFELX,MRGAX,BRLIX
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
10598.942474231812,9946.488624816051,9976.817953751688,9816.676576901169,11538.335881025214,10017.200504372528,9453.52569640622,9748.134244501618,9564.632367482087,9845.560028576168,9660.194185732611,9882.903661537792
10771.435997573453,10996.656129321978,11043.27588214732,10751.599692294298,11922.510232058123,10825.45041941207,10212.762972308723,10755.599513851808,9946.415116025535,10702.701918347033,10661.406716102394,10843.091257162858
10210.824483713965,10628.76470508968,10602.783290394163,10439.301849717995,11871.285232286145,10856.243918182161,10313.150100842873,10447.760344283055,10141.828181807425,10362.93282036821,10418.691507222955,10632.317973181676
9798.749432880106,10354.517323618105,10340.03063647995,10228.130546929695,11304.025468208742,11037.248728512268,10428.444968906271,10289.180865466038,10384.455333253329,10123.551783664667,10394.417160187402,10105.38664199059
10023.952858649815,10709.030040243235,10610.510318067076,10430.122178077463,11752.55235504759,11028.628449689899,10611.558187406445,10550.377645812994,9850.675329636246,10223.939844939943,10570.390067153789,10269.323018847175
10064.358601789692,10622.074199537848,10633.850333966144,10283.225040779698,11562.917964650149,10880.25008448525,10419.402584956084,10419.779255639516,9860.498920790957,10069.495036656144,10612.86480478555,10000.0
10801.383793551637,11337.794745332914,11350.56056590123,10925.926523508395,12420.40589033265,11377.548117896738,10747.199596383687,10988.807714366363,10551.851219582277,10710.422514228832,11419.904037592736,10409.838750252615
10079.300567115693,10675.586726470043,10665.009847577589,10319.945703022639,11338.648769305822,10728.892163149603,10401.318758676447,10410.450478147603,11201.300797617458,10015.44312650759,11007.281964972952,9882.903661537792
9755.605043713715,10581.939228464582,10618.270095545631,10274.036149295349,11068.21462469635,10745.671768729419,10857.969976799406,10335.824003806723,10966.372285708972,9969.113746984824,11007.281964972952,9742.389182640265
8784.52939783989,9692.307001258745,9387.39176791253,9466.0716003851,10199.17929892088,10198.395398028373,10414.882805412097,9561.567684089974,10783.597374741606,9196.910987749685,10418.691507222955,9039.813030628891
8839.30567970312,8869.566008592272,9910.908969892429,9484.432919346978,9956.77264095277,9329.712562783503,9707.292485386282,9440.301067883955,11008.549499101644,8061.774440774343,10722.088627084622,8793.91065723286
9033.515934945099,10244.395218724478,10397.132812309612,9814.963661631995,10991.092815607502,10862.055036997683,10355.094596631803,9850.06460401276,10714.237277249395,8347.49162860461,10910.195881421176,9366.633051441815
8176.5046019589345,9303.65934603965,9554.342571250814,8924.366262510423,9663.192750536798,10562.102191239846,9925.955653241383,8907.476775816285,10685.105224994379,7583.013818425245,10121.360430587327,8502.202190724014
7593.536022270848,8681.438298600637,9035.702200623191,8336.755322270092,9351.362002406113,10198.231790594431,9276.187437894227,8379.626633154085,10240.79900344299,7034.749936758056,9532.7665814602,8064.064902956
8226.330480710109,9407.360454470643,9765.041335552485,8988.633842398229,10158.417872249584,10888.73934158666,9884.925471189372,8945.17992936708,11175.480235347011,7575.290320427463,10175.972906966386,8620.616793763864
8211.380952384954,9518.473062854471,9846.074950241968,9043.72570200714,10038.366982504864,11002.677323643065,9938.304067603849,8982.883082917871,10925.958991746627,7621.6216346942165,10206.309905850849,8585.093164356655
8071.868828014963,9303.65934603965,9619.170811523809,8805.009457254795,9821.217848485916,10997.722258662401,9635.012735891296,8737.81108659994,10260.571938536636,7343.630846977712,9781.55461631994,8561.408865989983
7847.649432468342,9214.769720031885,9432.786851453913,8713.194959722125,9623.487212936836,11226.72378761121,9567.072916379277,8718.958011586772,9759.274690392926,7289.57409996919,9648.057577444357,8608.776210215417
7299.559724205992,8629.58774438514,8873.62437571887,8162.304681724734,9162.705439242047,10963.093828795478,9123.05354046102,8191.1078689245705,9561.355358099645,6841.699246949272,9192.960201963291,7945.650926170107
6537.216972613792,7955.516142730631,8136.183516810909,7482.879243951733,7692.080396462106,10401.01607684037,8793.070085679012,7568.997595028727,8967.57640242243,6262.547661208915,8513.349703887558,7495.673054853646
6796.31439925291,8155.516649499858,8395.50418373951,7620.601978091148,8055.762282475553,10923.98214791714,8902.256660012861,7729.237870416816,8966.039649311993,6401.543055067167,8707.526392827282,7649.611913554659
7284.611876547317,8748.106669854706,8987.077408307528,8208.21291833148,8973.80400841786,11209.087449327519,9309.883336015384,8275.9403389733,8919.979649683843,6880.308514276235,9362.867065703636,8229.848102729196
7254.716181229964,8822.18135819451,9068.115839144899,8244.936873375784,9095.616630589771,11484.398707379074,9224.960444866834,8257.088762197904,9119.568248774163,6942.085373480561,9478.15693122875,7993.018896649497
7199.1743557858335,8666.562318275723,8857.419001302384,8125.581385240702,9094.49500523384,11756.207001284827,9307.043407868578,8143.978552426635,8872.678348379157,6841.699246949272,9144.41659495788,8159.297463301988
7044.299259137007,8481.219535539092,8598.098334373783,7969.498649259952,8939.686876712174,11534.205969675462,9285.049972283394,7974.312114091405,8864.945228239612,6718.146979598609,9280.560038453694,7979.577607989197
7309.0857418054275,8851.903373389985,8914.144554367134,8244.936873375784,9290.230544545413,11756.207001284827,9529.457051124451,8304.218827814724,9398.696836066709,6888.030077530028,9564.593525363656,8099.391888620984
6889.425422988039,8347.775680444225,8290.150948670364,7739.961417587866,8658.542647934784,11646.393148527986,9049.469646243446,7870.627318148394,9234.592833105435,6501.929181598457,9076.791969761576,7596.174915986466
6824.477747597676,8288.465828723749,8209.118297210458,7684.872850780318,8528.998616990742,11603.817199038014,9100.819049966822,7814.07108958443,8985.214920635457,6463.317979527506,8971.822630071747,7608.155780421084
6359.853297984436,7695.372494386091,7520.295969625904,7115.618619579958,7676.953655672848,11083.394171312053,8457.74858293141,7220.240802767785,8525.437726173312,5992.277953060209,8317.306061837919,7104.93818153261
5880.241084883657,7035.557232500999,7001.656562227858,6564.735585745568,7087.923677544132,10667.814317374796,8082.6539618174675,6645.260594488762,7588.521339943241,5559.84622654788,7656.613795850853,6721.535489529879
5860.256699955908,7094.8665083473525,7042.172406343021,6601.460199350146,7030.978799308685,10683.534887282623,8112.036295336331,6701.816073933839,7808.932842266457,5606.177540814634,7724.536862234573,6757.480587849558
5295.7141072034965,6316.434998266042,6272.315982454195,5866.942901968232,6342.2954896938245,9672.291594338829,7257.237697183622,6042.001897368315,6911.535958704408,4972.972593867732,6983.573525734448,6134.4493345832525
5680.401857438978,6850.216753260858,6831.476531730083,6381.105932119953,6844.125053749684,10893.094965222219,7869.563776302174,6541.575049426864,7251.478186793591,5420.846963201653,7440.501114406525,6721.535489529879
5975.164287249095,7287.622518659185,7220.456087278618,6775.910181335229,7495.4376964231,11886.731790119224,8049.969364369278,6937.463405542401,7458.667392336854,5737.452338791085,7718.361164481338,7200.789480787248
5570.492992419102,6842.802373937411,6790.956834696608,6316.835717991056,6879.881073200722,11168.69610034553,7654.954756535954,6456.741830259249,7004.451040080319,5374.518551050881,7421.977412523948,6529.834143528514
5429.358184564238,6723.241692180769,6564.052695978449,6151.570676128685,6787.1078656011805,11154.433741093746,7462.641432611923,6305.926968699416,6757.422541186572,5235.519771390651,7131.767097401707,6460.0080799285415
5409.306993143973,6611.683933100472,6458.702350598036,6059.7542029151955,6719.308283371703,11000.612882951711,7296.748103363969,6202.24292187529,6653.830642775891,5166.023283676517,7014.445796975886,6387.013171310579
5444.398468879225,6671.180943910666,6499.22204763151,6096.480133640319,6857.2427293409555,11080.177011023881,7393.313664131604,6268.224938826952,6621.957720696981,5189.189908181887,7113.242265060088,6435.677487479148
5820.394232255167,7236.407729474608,7001.656562227858,6621.807736094351,7404.676429983996,11755.529490002364,7892.270489596644,6777.2231301543125,7131.948137117861,5646.429889472913,7687.489458469421,7056.129826954133
6096.122694031054,7615.708371816121,7382.53246733857,6971.775884826764,7941.377860463068,12059.833886181634,8258.777529577013,7210.815388939529,7641.94463835088,5956.674794203701,8199.98928324827,7323.774485198895
6106.149550241045,7779.326303292399,7447.361670841143,7036.246301278548,8014.727228519621,12065.179300849088,8352.882164545023,7286.220197803344,7729.600413767225,6010.968063664686,8323.48062913211,7469.763676180863
6266.621686429484,7950.381073182889,7544.607884168946,7183.126316009224,8306.334208694134,12234.85446609599,8315.736168038624,7427.610394653808,7880.567307318507,6104.964214491523,8446.974801163558,7554.926699166324
6387.134296428055,8076.814812588101,7714.78839628151,7321.798035501535,8676.656281155403,12240.227035524265,8407.363398844085,7568.997595028727,8057.477811563509,6221.619119527033,8626.042339760821,7640.086590882005
6316.835378970543,7995.006710661146,7714.78839628151,7210.861581892068,8513.857907241008,12202.61226083614,8412.313499065489,7503.016701755395,7985.105055971821,6167.182195324982,8551.945836541952,7567.090429756131
6643.2199687379225,8493.300222874803,8168.598118562195,7656.139207524129,9163.26419766112,12512.186038352569,8731.76963399296,7974.312114091405,8379.134503082127,6509.693309219974,9008.872294754987,8041.55483075706
6688.413090341453,8537.921829234203,8290.150948670364,7721.098934258495,9245.559452347727,12647.247029981978,8843.207623512157,8059.146082377907,8531.920079372994,6564.266149187141,9052.093135355288,8102.384130023347
6969.610440837977,8946.969249358446,8711.550403732861,8073.74939898143,9488.863410600585,12965.992327965425,9197.333292404219,8285.365752801556,8966.153908562175,6907.291904982788,9459.623620444307,8479.520524941096
7161.998853617395,9156.848300820056,8846.223383919903,8267.62427476873,9870.72055760146,13246.365233433864,9397.591541307913,8610.511066883131,9195.89072353487,7049.894629005586,9694.261699459776,8642.280796868079
7192.236564563097,9321.027709565487,8943.52401971885,8379.599277928173,10113.220068071567,13419.79725984024,9595.41193412007,8725.318780050904,9358.217285261064,7159.318428388112,9836.281269062365,8666.798639250354
7076.314274883591,9164.311053569769,8805.682014220929,8239.630194698733,10019.812916177445,13278.887132730162,9362.536884461346,8658.34680249091,9236.473040056655,7042.083100156376,9669.56456074205,8495.178752606078
6899.909420480148,9007.593245825805,8684.054052205694,8127.031534961087,9894.070907593765,13059.274362334934,9379.31374115618,8476.57010823869,9122.842553795655,6901.567481210009,9478.148452785925,8470.660910223802
7010.795172890581,9171.773230445358,8675.94751207914,8239.255473903593,10052.146951163446,13211.57455387104,9394.34483300215,8620.07806418091,9139.076156494606,6987.738076293727,9638.690593812047,8519.697221242308
7136.797259774147,9335.95494268728,8870.547820447457,8370.183841710033,10362.910306372993,13260.52508346355,9494.516330387221,8782.721512956461,9285.171143792562,7089.580097675551,9848.63040365075,8605.504659548622
6778.377486262442,9037.44310507641,8513.780106824086,8119.492995520011,9901.255061796626,12945.132040703356,9229.044254008973,8447.868367226469,9112.685650153726,6883.626116528663,9453.449053150114,8323.559492215756
6737.939810459477,9052.368034701714,8505.671640238375,8147.650398537627,9867.126426241137,13318.284617466132,9279.132827563724,8476.57010823869,9169.948465021625,6930.773892758109,9434.925351267539,8323.559492215756
6773.323722161966,9164.311053569769,8594.862846222035,8203.971131615312,10271.296933344804,13367.677769660011,9153.910452056109,8572.241579454247,9317.193481814018,6977.923603731541,9657.215426153667,8274.524433705163
6914.855587472346,9291.179577937248,8651.62114909243,8359.171396830705,10479.667808259419,13415.853030831107,9224.036714922533,8706.18403633646,9390.809567352953,7110.155616295769,9928.899778475245,8384.850966901664
7202.9751830266805,9671.779392298466,9024.6067591168,8698.435306891392,10856.8930123069,13498.495829911266,9514.55684456111,9117.574658686453,9734.378343477503,7370.282912776421,10385.824540999714,8593.24824337331
7389.998908407122,9932.97976965726,9324.616169869774,8915.19383503289,11191.005074101638,14079.245195406336,9689.870618485691,9308.919848474225,9938.88482295732,7535.819608340101,10781.008152418435,8801.642388575174
7253.032153418631,9775.646352476655,9210.941594478229,8774.043294674308,10763.549953290261,13886.867292375717,9706.548605003001,9080.35169034182,9831.041669131579,7420.510317747842,10540.194375649731,8655.06076135071
7298.839558620009,9940.952171005129,9390.58680042201,8964.163718347205,11002.37809226564,14091.580245508907,10046.596102236283,9205.001327438667,10095.626203229345,7563.977872333016,10725.435916311664,8854.603433136712
7176.681996305727,9760.619493131722,9210.941594478229,8783.549612210076,10828.682285772227,13943.732077009272,9810.594871726302,9032.407332495519,9930.261968064877,7412.542074635652,10509.320408719728,8630.117066278272
6983.26879714112,9580.282208265337,9047.626982796046,8639.945934835856,10499.388693638428,13749.162784780461,9716.166319224309,8821.458450570439,9864.111947021569,7285.0129410188465,10243.809493233297,8405.633830689612
7232.671719366345,9925.92646340844,9374.255242930834,8906.670747984195,11063.894107391232,14034.777916825238,9964.90861994464,9176.233663964445,10029.478886546987,7516.155837823955,10645.165411028125,8704.947525241634
7247.943095322109,9948.465024803474,9480.408921779112,8887.624526338755,10940.858790325821,14029.067270624753,9883.687239918467,9243.355465301713,9839.309576649195,7508.187111025768,10799.531854301013,8555.290991092601
7579.535230172736,10309.137291039755,9823.369702634654,9257.466706979336,11617.53660011443,14646.819070951451,10109.58676314764,9713.193092284855,10246.184738277017,7795.610743052939,11194.712074342604,8804.717295499744
7548.911806270247,10166.37118565456,9798.875737701412,9171.394855024211,11588.591270599389,14434.54623240592,10119.73837632758,9617.310369543344,10196.079690756325,7715.738707020268,11040.34337015163,8692.475677705415
7650.9921268338485,10241.511241120452,9896.862192959736,9200.082399061313,11722.481291658829,14302.595818628464,10216.189530175508,9713.193092284855,10262.886195420502,7715.738707020268,11163.839237871643,8692.475677705415
7584.636893267847,10098.746287483502,9619.22667883932,9091.069600008272,11566.8785757971,14120.965769930473,10033.440718901069,9607.720149560088,10112.575109399851,7602.63308982968,11003.297096845521,8692.475677705415
7941.922216906648,10466.930255769885,9978.519980415616,9437.02777524049,12013.776846185065,14155.539211406736,10272.02952319998,9981.672057326174,10446.599519637886,7891.9484177905515,11281.158277379378,9029.199278580492
7967.442297047548,10406.817059648925,9945.855902203686,9379.372140490135,11816.563062173625,14279.865926083925,10089.28165354628,9818.668282366281,10371.444652717797,7779.440152806081,10929.201158856175,8829.65848555636
8269.399239884971,10700.499040996823,10205.784366995864,9690.528039553656,12840.989104293,15062.250252573218,10356.177460480883,10291.948110632275,10748.573196064479,8103.930577516244,11750.464957804485,9035.325921033258
8207.9187794395,10730.7059422032,10197.610400798863,9709.867320520429,12824.135142625963,15159.427637382383,10299.586995727961,10311.384000139036,10875.0297902261,8103.930577516244,11660.074583165837,9035.325921033258
8402.61306662725,10896.83986771941,10295.742303723431,9806.579530800831,13069.491716365352,15293.037207045953,10384.4703388055,10447.444965231894,11018.346046646846,8177.302841123177,11795.656188517158,9161.871179185473
8479.466583350428,11047.870918506555,10393.877096336731,9967.869502857458,13301.73718814193,15599.991907881275,10595.82464648968,10525.193767091147,11136.369767272838,8303.62517817783,11892.50035383368,9313.727117228414
8120.816558531185,10715.601915725889,10099.477534644719,9676.976186262971,12696.77437803409,15148.879370541781,10405.234017706425,10175.327529759497,10908.749114744345,8058.19903388559,11440.558654771825,9047.980008470711
8105.446863586437,10715.601915725889,10107.654390530452,9647.886261899277,12696.77437803409,15161.067784935922,10487.65408093249,10214.19930877302,10807.588436828662,8066.3805825223935,11440.558654771825,9123.90829061916
8079.569641818881,10791.120896364195,10115.834136104917,9754.445923936682,12518.841867998419,15232.44814696591,10819.899308727967,10194.763419266259,11191.554280749851,8115.466488541238,11421.192760902033,9187.181859076201
8274.631994965395,11047.870918506555,10336.629472840827,9988.316482202836,12781.05651192263,15758.336749175955,11049.122753163445,10408.57093886171,11472.621218754066,8303.62517817783,11731.093411639476,9465.579297747621
8449.155763412917,11319.72381537798,10541.071097805272,10192.953549965856,13166.88659562382,16033.51494889949,11103.209448373147,10661.253983065119,11677.035749961547,8516.331899526811,12060.363347623843,9769.288042563725
8767.41096942439,11682.198567616777,10786.404708035001,10573.140395369293,13490.906494325849,16582.597790064097,11419.999854990407,11088.871269612682,12017.720325131795,8786.301238671469,12473.567606650897,10098.30558850869
8988.137099695707,11969.15433921727,10966.315765342248,10768.942218514381,13829.910157398139,15999.571497874256,11620.894639513212,11292.96046989531,12213.613414982497,8958.099733150435,12809.294724690264,10250.160900297677
8993.270695453906,11999.361240423645,11056.269849151506,10857.047046031188,12914.03526373685,16015.47604128664,11278.346197598923,11088.871269612682,12409.507857013676,8647.226036623737,12047.451244431923,10199.542671786001
9204.718706431348,12325.78396911564,11310.86587500112,11090.69632804573,14035.344263798395,17209.278075748476,11897.022096166407,11537.348520669988,12666.239602999813,9151.598316192309,13303.748466532306,10444.307141743753
9117.055142919256,12066.61527566,11006.058617721248,10873.997728889042,13776.31207775222,17209.278075748476,11574.009459710262,11330.093543973579,12417.036797901415,8972.32106882997,13130.341701594083,10110.704790586
9163.46422671989,12188.575049009767,11310.86587500112,10952.795124072425,13756.38740989096,17269.914656659956,11745.012493894767,11399.17878591201,12520.155433145661,9074.765762963872,13262.13287777341,10174.858245851396
9653.35245483608,12722.160430928909,11813.389488333412,11483.135028761631,14395.989955167031,18049.311959459028,12240.406697296334,11853.171799329628,13095.89359691838,9467.463652206552,13817.032264657644,10675.262711968959
10045.263709595623,13217.629856447249,12348.863259062233,11878.427929699217,14963.852849655612,18792.362614900278,12617.911867500403,12247.948463017798,13551.328263783367,9791.869915553261,14351.121031014822,11008.865689380667
9988.534493284518,13011.818203910807,12093.483164336309,11631.36772629234,14947.916730862256,18501.886780668687,12479.403223374944,11971.604498788525,13284.940597021483,9621.13069340741,14108.35269056035,10931.88029055428
9822.953551168437,12615.442893845782,11566.246932956621,11319.855546121313,14702.837071221731,17914.54967019864,12207.817203542716,11557.09154892016,13057.80672946418,9330.87362881066,13685.241088478315,10765.078801848425
9859.143342447307,12767.896353714785,11731.007352235045,11488.665617931383,14838.327770811102,18158.104793209026,12389.778819879912,11695.261283678137,13161.85296051464,9458.928529106048,13754.603794453606,11073.020397153976
10370.970150438978,13293.857162255874,12118.194819154129,11865.998263113135,15505.822221641552,18685.799187013614,12941.102470276093,12090.03719824742,13621.388790761903,9578.443469440961,14330.313801864895,11393.790178496782
10743.205002402932,13522.53562443701,12282.957164891708,12108.735676890308,15922.264871375866,19424.194158712246,12992.706111598818,12346.643378058727,13716.764840603275,9967.437291319724,14725.680547648622,11470.77557732317
10174.51452478189,12912.726391953978,11986.383594042656,11600.047916845437,15354.392116444596,17662.671612996866,12764.566472633158,11843.302907120644,13456.652643428317,9547.758429800475,14059.80173557116,11047.356510031994
9993.560526388103,12333.40739074545,11994.6249863101,11450.43882834488,14356.140619444514,18361.651449364992,12139.91504886023,11448.527741670247,13187.863504141897,8647.192178603957,13026.297642631147,10829.232257113821
9456.399351901393,12023.61245145813,11229.97000214126,10834.189077527624,14555.268972744832,18033.902990431612,11854.974963716999,10904.292121606566,12661.517788779267,8382.165142975162,13001.332585120173,10528.800699250116
8943.673387343792,11659.73947685061,10899.919387316637,10482.755632188555,14400.269387294278,17913.12540299362,11687.804325937499,10624.438535394669,12485.41656454887,8110.900492730925,12620.69911204703,10034.854790182066
8874.95765770891,11612.278235194592,10520.361661883107,10402.42445013016,14255.87963817763,17845.185549159552,11758.640570840624,10584.459558667095,12591.077299087108,8074.731421258097,12449.037775871571,10060.853723170576
9461.684207642646,12300.4708461998,10982.43252263758,10946.490726582304,14960.820763528589,18867.036849417753,12183.07141053939,11094.194508419198,13040.13373064903,8454.50328592082,13165.528369774056,10346.820067155717
9509.258833646036,12482.407909377684,11337.237174381446,11087.608997487525,15619.046398230905,19298.42281075942,12350.46803729609,11364.051103092543,13286.670035849684,8572.054461108502,13561.095206808437,10346.820067155717
8409.800436822024,11469.8933584783,10503.856723067933,10109.884074293765,14793.07655590185,18307.007924166526,11550.368187832999,10474.51737266627,12309.318044679423,7758.250836655853,12486.354228889017,9371.931786164585
8320.23519918965,11343.326592150857,10355.335391241219,10076.33372120338,14718.76497297951,18734.11022198881,11354.597703368187,10404.554163393017,12483.009683302429,7779.328905026804,12232.598956993268,9475.920003071149
8373.196361256234,11477.802413672725,10454.353465377339,10218.109235260712,14767.598815399284,19143.68276396362,11479.436839235303,10614.445289450548,12758.628686170743,7898.167652338114,12501.28307101408,9579.906967469802
7340.449499291642,10417.825469369081,9488.9518049044,9266.170239542736,13325.873086735166,18165.26007268515,10551.656984137551,9714.914567485723,12020.674839470823,7130.291464344845,11217.569956196972,9033.969454964294
5857.530238761362,8669.655914060231,7681.924929546981,7758.727751117428,11155.85341761711,15404.58081806704,8968.48743788481,7965.830590059972,10242.468270240028,5947.176168597461,9060.630927279379,7825.10768593339
5200.808551836082,8036.836479276075,7211.603525844076,7208.899072279558,10043.242971414824,14317.286544232185,8523.042448168722,7306.175975817244,9877.933935842417,5542.731481235161,8336.677608002927,7279.170799681838
5306.73213646911,7973.55194436411,7434.390821346824,7208.899072279558,9457.208924456601,14667.04665228641,8009.50132989805,7226.217273243211,9851.260147691912,5046.368558088512,8635.21375397865,7071.193739614752
4899.312951946972,7555.47712150011,7030.926701022498,6681.3389505012265,9740.21924201298,13929.349557940859,7863.318005944829,6788.2951072948,9363.267679337161,5086.318119312759,8107.240771045416,6574.907519512664
4491.931162253979,6773.321433470472,6400.053228066467,5970.994766487369,8891.216227264798,12517.330507789953,7093.0581176794285,6092.0591450336115,8508.791032339086,4530.159514804903,7370.2193452290785,6035.980293792013
5049.401090298765,7386.144215235026,6864.907822300711,6454.8521700120755,9824.187485142573,13051.60314240323,7599.486703703122,6644.952706626466,9138.406151068983,4924.526120736731,7956.828108276271,6588.378242108903
5928.492179144593,8087.6677362952605,7321.460822418899,7119.114257507208,10682.518478675027,14523.683092536228,7990.527672020691,7392.381580784681,9669.080872224014,5430.939555212031,8799.138793691676,7113.832866471446
6330.513903271426,8579.540252046281,7819.519866658203,7523.254915707907,11128.014101090408,15098.797845161109,8642.999280507594,7750.739080693288,10199.753565108334,5755.781619641908,9295.499054710148,7571.921979027631
6319.792511639245,8619.85777521629,7844.420796088055,7492.168895157797,11211.979879109329,15367.191427893722,8594.444607135583,7832.647739728532,9983.886741363369,5776.082404615912,9400.787749079693,7625.813636967971
7002.028816539371,9248.80791177332,8342.482248401304,8105.810088735069,12175.274463368003,16375.887604272582,9198.363425491953,8457.211377977223,10614.870942824738,6232.88997062575,10130.291057028946,8164.740862688622
7394.61653955646,9555.219590592658,8599.810956563066,8397.536484074464,12361.869372306404,16614.55622807338,9398.658397604442,8743.896928432778,10924.658870219408,6476.522123555654,10438.6339352048,8461.149365138182
7701.155819547176,9918.074995626235,8915.249378692843,8668.42339814598,12851.67864587198,17253.583783502694,9741.585371055538,9132.969800920158,11298.230502825212,6699.852040453562,10882.352675186106,8690.192982035342
7432.259267005887,9708.426869687633,8666.218893343612,8544.97495791635,12550.7938108302,17365.43695879713,9844.76911318253,8948.671572496429,11289.118834690866,6608.918105672815,10611.609995247549,8663.246526811216
7889.383742459375,10313.186837867132,9164.277937582916,9058.092194355097,13427.7865138561,18354.21511811438,10318.18871341368,9470.847139594409,12036.26277599271,7027.076742103947,11175.658187168747,9161.755948457545
8061.475586512685,10385.75849474797,9272.189510410633,9173.285581567003,13861.621341087586,18887.231845039725,10172.526576539123,9644.907160198174,11999.812046913901,7118.867768471122,11461.441624677649,9107.862411755337
7848.783882341246,10123.493902011332,9067.048580772724,8906.519937681758,13299.937657351096,18294.08225801612,10038.817373316935,9478.226709744,11812.65404293511,6902.30558604121,11123.723768263131,8977.657325483531
